"fid4","AGR","MIN","MFG","EGW","CNS","TRD","OTP","WTP","CMN","OFI","OBS","REA","PUB","OSG"
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1627",0.275734873073028,0.00350715676230793,0.0907345414444666,0.236612542509224,0.751018290916368,0.544192223327002,0.226878673443108,0.101999298692743,0.178318709134006,0.0595227533362963,0.128992413056685,10.5739501008587,1.92038846771039,0.265155461068099
"1628",0.0440324163839882,0.0384467334179185,0.885827969159763,2.01684984483743,3.45734328112841,4.43809691295872,1.19465104467467,0.831843516404314,1.47361748842574,0.498510606460067,1.08485480896831,34.7401003311147,16.1508930247501,2.2300162486109
"1629",0.0726054659756342,0.000819524522158138,0.0194273025556515,0.0688899152774019,0.353406033273952,0.153303783504579,0.117752678799301,0.0287341085266024,0.0507333959581999,0.017102352823233,0.0371865535851554,5.6529359497928,0.553618828941865,0.0764402923222504
"1630",0.00971554230274859,0.0131630666611178,0.36153965375209,0.949719466154199,1.15088840765689,2.23185719195125,0.298917076669679,0.418322531273272,0.726542983370892,0.241062543633405,0.52092046470455,6.90080621141594,7.75525962579948,1.07079868284847
"1631",0.509040041842569,0.000526489889364564,0.0136209533602956,0.0848769443514701,0.675860810232035,0.19521100853742,0.216620815749008,0.0365888836966256,0.0639659546002428,0.0213518242481763,0.0462717730373371,11.5157534698285,0.688876013834752,0.0951157748228333
"1632",2.56692095973107,0.0239908930343898,0.469758108250344,1.01762230638658,3.02924649047696,2.08706328209366,1.52212215258744,0.391183449479411,0.707314656628119,0.245068771430158,0.534348044307399,42.3408880263336,7.95516416597768,1.09840027565732
"1633",0.592396596228929,0.0051172215329252,0.108495901538694,0.333021462900688,1.34790916204844,0.707955294278422,0.560604766995119,0.132693817417567,0.237461981489591,0.0812465273639045,0.17710336387446,20.5661826801141,2.63664543919938,0.364051830584854
"1634",1.94254067229221,0.00454362844246192,0.0867114889980497,0.132470044084383,1.18815686266629,0.268372960993814,0.687182542922253,0.0503018099783006,0.0912700074978566,0.031765175205076,0.0692438227784579,20.6028782931035,1.03087488304834,0.142336881060372
"1635",0.592137942739448,0.00238697526217324,0.059960998521428,0.196858266382569,0.835471382271793,0.447858328637779,0.280152245232526,0.0839431977830887,0.14723526560255,0.0493031114821141,0.106978016251599,12.8130328165848,1.59264675991313,0.219902896233735
